PGN,ECO,NAME,FEN
1. e4 e5 2. f4 Bc5 3. Nf3 g5,C30,King's Gambit Declined: Senechaud Countergambit,rnbqk1nr/pppp1p1p/8/2b1p1p1/4PP2/5N2/PPPP2PP/RNBQKB1R
1. e4 e5 2. f4 f6 3. fxe5 Nc6,C30,King's Gambit Declined: Soller-Zilbermints Gambit,r1bqkbnr/pppp2pp/2n2p2/4P3/4P3/8/PPPP2PP/RNBQKBNR
1. e4 e5 2. f4 g5,C30,King's Gambit Declined: Zilbermints Double Countergambit,rnbqkbnr/pppp1p1p/8/4p1p1/4PP2/8/PPPP2PP/RNBQKBNR
1. e4 e5 2. f4 Nc6 3. Nf3 g5,C30,King's Gambit Declined: Zilbermints Double Gambit,r1bqkbnr/pppp1p1p/2n5/4p1p1/4PP2/5N2/PPPP2PP/RNBQKB1R
1. e4 e5 2. f4 d5,C31,King's Gambit Declined: Falkbeer Countergambit,rnbqkbnr/ppp2ppp/8/3pp3/4PP2/8/PPPP2PP/RNBQKBNR
1. e4 e5 2. f4 d5 3. exd5,C31,King's Gambit Declined: Falkbeer Countergambit Accepted,rnbqkbnr/ppp2ppp/8/3Pp3/5P2/8/PPPP2PP/RNBQKBNR
1. e4 e5 2. f4 d5 3. exd5 e4 4. Bb5+,C31,King's Gambit Declined: Falkbeer Countergambit; Anderssen Attack,rnbqkbnr/ppp2ppp/8/1B1P4/4pP2/8/PPPP2PP/RNBQK1NR
1. e4 e5 2. f4 d5 3. Nf3,C31,King's Gambit Declined: Falkbeer Countergambit; Blackburne Attack,rnbqkbnr/ppp2ppp/8/3pp3/4PP2/5N2/PPPP2PP/RNBQKB1R
1. e4 e5 2. f4 d5 3. exd5 e4 4. d3,C31,King's Gambit Declined: Falkbeer Countergambit; Charousek Gambit,rnbqkbnr/ppp2ppp/8/3P4/4pP2/3P4/PPP3PP/RNBQKBNR
1. e4 e5 2. Nc3 Nf6 3. f4 d5 4. exd5 e4 5. d3 Bb4 6. Bd2 e3,C31,King's Gambit Declined: Falkbeer Countergambit; Charousek Gambit; Morphy Defense,rnbqk2r/ppp2ppp/5n2/3P4/1b3P2/2NPp3/PPPB2PP/R2QKBNR
1. e4 e5 2. f4 d5 3. d4,C31,King's Gambit Declined: Falkbeer Countergambit; Hinrichsen Gambit,rnbqkbnr/ppp2ppp/8/3pp3/3PPP2/8/PPP3PP/RNBQKBNR
1. e4 e5 2. f4 d5 3. exd5 Bc5,C31,King's Gambit Declined: Falkbeer Countergambit; Miles Gambit,rnbqk1nr/ppp2ppp/8/2bPp3/5P2/8/PPPP2PP/RNBQKBNR
1. e4 e5 2. f4 d5 3. Nc3,C31,King's Gambit Declined: Falkbeer Countergambit; Milner-Barry Variation,rnbqkbnr/ppp2ppp/8/3pp3/4PP2/2N5/PPPP2PP/R1BQKBNR
1. e4 e5 2. f4 d5 3. exd5 exf4,C31,King's Gambit Declined: Falkbeer Countergambit; Modern Transfer,rnbqkbnr/ppp2ppp/8/3P4/5p2/8/PPPP2PP/RNBQKBNR
1. e4 e5 2. f4 d5 3. exd5 c6,C31,King's Gambit Declined: Falkbeer Countergambit; Nimzowitsch-Marshall Countergambit,rnbqkbnr/pp3ppp/2p5/3Pp3/5P2/8/PPPP2PP/RNBQKBNR
1. e4 e5 2. f4 d5 3. exd5 c6 4. dxc6 Bc5,C31,King's Gambit Declined: Falkbeer Countergambit; Pickler Gambit,rnbqk1nr/pp3ppp/2P5/2b1p3/5P2/8/PPPP2PP/RNBQKBNR
1. e4 e5 2. f4 d5 3. exd5 e4 4. Nc3 Nf6 5. Qe2,C31,King's Gambit Declined: Falkbeer Countergambit; Rubinstein Variation,rnbqkb1r/ppp2ppp/5n2/3P4/4pP2/2N5/PPPPQ1PP/R1B1KBNR
1. e4 e5 2. f4 d5 3. exd5 e4,C31,King's Gambit Declined: Falkbeer Countergambit; Staunton Line,rnbqkbnr/ppp2ppp/8/3P4/4pP2/8/PPPP2PP/RNBQKBNR
1. e4 e5 2. f4 d5 3. Nc3 dxe4 4. Nxe4,C31,Van Geet Opening: Gr?feld Defense; Steiner Gambit,rnbqkbnr/ppp2ppp/8/4p3/4NP2/8/PPPP2PP/R1BQKBNR
1. e4 e5 2. f4 d5 3. exd5 e4 4. d3 Nf6 5. dxe4 Nxe4 6. Nf3 Bc5 7. Qe2 Bf2+ 8. Kd1 Qxd5+ 9. Nfd2,C32,King's Gambit Declined: Falkbeer Countergambit; Alapin Variation,rnb1k2r/ppp2ppp/8/3q4/4nP2/3P4/PPPNQbPP/RNBK1B1R
1. e4 e5 2. f4 d5 3. exd5 e4 4. d3 Nf6 5. dxe4 Nxe4 6. Qe2,C32,King's Gambit Declined: Falkbeer Countergambit; Charousek Gambit,rnbqkb1r/ppp2ppp/8/8/4nP2/3P4/PPP1Q1PP/RNB1KBNR
1. e4 e5 2. f4 d5 3. exd5 e4 4. d3 Nf6 5. dxe4,C32,King's Gambit Declined: Falkbeer Countergambit; Charousek Gambit Accepted,rnbqkb1r/ppp2ppp/5n2/8/4PP2/3P4/PPP3PP/RNBQKBNR
1. e4 e5 2. f4 d5 3. exd5 e4 4. d3 Nf6 5. Nd2,C32,King's Gambit Declined: Falkbeer Countergambit; Charousek Gambit; Keres Variation,rnbqkb1r/ppp2ppp/5n2/3P4/4pP2/3P4/PPPN2PP/R1BQKBNR
1. e4 e5 2. f4 d5 3. exd5 e4 4. d3 Nf6 5. dxe4 Nxe4 6. Nf3 Bc5 7. Qe2 Bf5,C32,King's Gambit Declined: Falkbeer Countergambit; Charousek Gambit; Main Line,rn1qk2r/ppp2ppp/8/2b2b2/4nP2/3P1N2/PPP1Q1PP/RNB1KB1R
1. e4 e5 2. f4 d5 3. exd5 e4 4. d3 Nf6 5. Qe2,C32,King's Gambit Declined: Falkbeer Countergambit; Charousek Gambit; Old Line,rnbqkb1r/ppp2ppp/5n2/3P4/4pP2/3P4/PPP1Q1PP/RNB1KBNR
1. e4 e5 2. f4 d5 3. exd5 e4 4. d3 Nf6 5. dxe4 Nxe4 6. Qe2 Qxd5 7. Nd2 f5 8. g4,C32,King's Gambit Declined: Falkbeer Countergambit; Charousek Variation,rnb1kb1r/ppp3pp/8/3q1p2/4nPP1/3P4/PPPNQ2P/R1B1KBNR
1. e4 e5 2. f4 d5 3. exd5 e4 4. d3 Nf6 5. dxe4 Nxe4 6. Nf3 Bc5 7. Qe2 Bf5 8. g4 O-O,C32,King's Gambit Declined: Falkbeer Countergambit; Tarrasch Variation,rn1q1rk1/ppp2ppp/8/2b2b2/4nPP1/3P1N2/PPP1Q2P/RNB1KB1R
1. e4 e5 2. f4 exf4,C33,King's Gambit Accepted,rnbqkbnr/pppp1ppp/8/8/4Pp2/8/PPPP2PP/RNBQKBNR
1. e4 e5 2. f4 exf4 3. Qe2,C33,King's Gambit Accepted: Basman Gambit,rnbqkbnr/pppp1ppp/8/8/4Pp2/8/PPPPQ1PP/RNB1KBNR
1. e4 e5 2. f4 exf4 3. Bc4,C33,King's Gambit Accepted: Bishop's Gambit,rnbqkbnr/pppp1ppp/8/8/2B1Pp2/8/PPPP2PP/RNBQK1NR
1. e4 e5 2. f4 exf4 3. Bc4 g5,C33,King's Gambit Accepted: Bishop's Gambit; Anderssen Defense,rnbqkbnr/pppp1p1p/8/6p1/2B1Pp2/8/PPPP2PP/RNBQK1NR
1. e4 e5 2. f4 exf4 3. Bc4 d5 4. Bxd5 c6,C33,King's Gambit Accepted: Bishop's Gambit; Anderssen Variation,rnbqkbnr/pp3ppp/2p5/3B4/4Pp2/8/PPPP2PP/RNBQK1NR
1. e4 e5 2. f4 exf4 3. Bc4 d5 4. Bxd5 Nf6,C33,King's Gambit Accepted: Bishop's Gambit; Bledow Countergambit,rnbqkb1r/ppp2ppp/5n2/3B4/4Pp2/8/PPPP2PP/RNBQK1NR
1. e4 e5 2. f4 exf4 3. Bc4 d5,C33,King's Gambit Accepted: Bishop's Gambit; Bledow Variation,rnbqkbnr/ppp2ppp/8/3p4/2B1Pp2/8/PPPP2PP/RNBQK1NR
1. e4 e5 2. f4 exf4 3. Bc4 Qh4+ 4. Kf1 Nc6,C33,King's Gambit Accepted: Bishop's Gambit; Boden Variation,r1b1kbnr/pppp1ppp/2n5/8/2B1Pp1q/8/PPPP2PP/RNBQ1KNR
1. e4 e5 2. f4 exf4 3. Bc4 Nf6 4. Nc3 c6,C33,King's Gambit Accepted: Bishop's Gambit; Bogoljubow Defense,rnbqkb1r/pp1p1ppp/2p2n2/8/2B1Pp2/2N5/PPPP2PP/R1BQK1NR
1. e4 e5 2. f4 exf4 3. Bc4 Nf6 4. Nc3,C33,King's Gambit Accepted: Bishop's Gambit; Bogoljubow Variation,rnbqkb1r/pppp1ppp/5n2/8/2B1Pp2/2N5/PPPP2PP/R1BQK1NR
1. e4 e5 2. f4 exf4 3. Bc4 d5 4. Bxd5 Qh4+ 5. Kf1 Bd6,C33,King's Gambit Accepted: Bishop's Gambit; Boren-Svenonius Variation,rnb1k1nr/ppp2ppp/3b4/3B4/4Pp1q/8/PPPP2PP/RNBQ1KNR
1. e4 e5 2. f4 exf4 3. Bc4 Qh4+ 4. Kf1 b5,C33,King's Gambit Accepted: Bishop's Gambit; Bryan Countergambit,rnb1kbnr/p1pp1ppp/8/1p6/2B1Pp1q/8/PPPP2PP/RNBQ1KNR
1. e4 e5 2. f4 exf4 3. Bc4 Qh4+ 4. Kf1 d5 5. Bxd5 g5 6. g3,C33,King's Gambit Accepted: Bishop's Gambit; Chigorin's Attack,rnb1kbnr/ppp2p1p/8/3B2p1/4Pp1q/6P1/PPPP3P/RNBQ1KNR
1. e4 e5 2. f4 exf4 3. Bc4 Qh4+ 4. Kf1 Ne7 5. Nc3 g5 6. d4 Bg7,C33,King's Gambit Accepted: Bishop's Gambit; Classical Defense,rnb1k2r/ppppnpbp/8/6p1/2BPPp1q/2N5/PPP3PP/R1BQ1KNR
1. e4 e5 2. f4 exf4 3. Bc4 Qh4+ 4. Kf1 g5 5. Qf3,C33,King's Gambit Accepted: Bishop's Gambit; Classical Defense; Cozio Attack,rnb1kbnr/pppp1p1p/8/6p1/2B1Pp1q/5Q2/PPPP2PP/RNB2KNR
1. e4 e5 2. f4 exf4 3. Bc4 Nf6,C33,King's Gambit Accepted: Bishop's Gambit; Cozio Defense,rnbqkb1r/pppp1ppp/5n2/8/2B1Pp2/8/PPPP2PP/RNBQK1NR
1. e4 e5 2. f4 exf4 3. Bc4 Qh4+ 4. Kf1 d6,C33,King's Gambit Accepted: Bishop's Gambit; Cozio Variation,rnb1kbnr/ppp2ppp/3p4/8/2B1Pp1q/8/PPPP2PP/RNBQ1KNR
1. e4 e5 2. f4 exf4 3. Bc4 Qh4+ 4. Kf1 Nf6,C33,King's Gambit Accepted: Bishop's Gambit; First Jaenisch Variation,rnb1kb1r/pppp1ppp/5n2/8/2B1Pp1q/8/PPPP2PP/RNBQ1KNR
1. e4 e5 2. f4 exf4 3. Bc4 Qh4+ 4. Kf1 g5 5. Nc3 Bg7 6. g3 fxg3 7. Qf3,C33,King's Gambit Accepted: Bishop's Gambit; Fraser Variation,rnb1k1nr/pppp1pbp/8/6p1/2B1P2q/2N2Qp1/PPPP3P/R1B2KNR
1. e4 e5 2. f4 exf4 3. Bc4 f5,C33,King's Gambit Accepted: Bishop's Gambit; Gianutio Gambit,rnbqkbnr/pppp2pp/8/5p2/2B1Pp2/8/PPPP2PP/RNBQK1NR
1. e4 e5 2. f4 exf4 3. Bc4 Qh4+ 4. Kf1 Bc5,C33,King's Gambit Accepted: Bishop's Gambit; Greco Variation,rnb1k1nr/pppp1ppp/8/2b5/2B1Pp1q/8/PPPP2PP/RNBQ1KNR
1. e4 e5 2. f4 exf4 3. Bc4 Qh4+ 4. Kf1 g5 5. Nc3 Bg7 6. d4 d6 7. e5,C33,King's Gambit Accepted: Bishop's Gambit; Grimm Attack,rnb1k1nr/ppp2pbp/3p4/4P1p1/2BP1p1q/2N5/PPP3PP/R1BQ1KNR
1. e4 e5 2. f4 exf4 3. Bc4 b5,C33,King's Gambit Accepted: Bishop's Gambit; Kieseritzky Gambit,rnbqkbnr/p1pp1ppp/8/1p6/2B1Pp2/8/PPPP2PP/RNBQK1NR
1. e4 e5 2. f4 exf4 3. Bc4 c6,C33,King's Gambit Accepted: Bishop's Gambit; Lopez Defense,rnbqkbnr/pp1p1ppp/2p5/8/2B1Pp2/8/PPPP2PP/RNBQK1NR
1. e4 e5 2. f4 exf4 3. Bc4 Qh4+ 4. Kf1 g5,C33,King's Gambit Accepted: Bishop's Gambit; Lopez Variation,rnb1kbnr/pppp1p1p/8/6p1/2B1Pp1q/8/PPPP2PP/RNBQ1KNR
1. e4 e5 2. f4 exf4 3. Bc4 Nc6,C33,King's Gambit Accepted: Bishop's Gambit; Maurian Defense,r1bqkbnr/pppp1ppp/2n5/8/2B1Pp2/8/PPPP2PP/RNBQK1NR
1. e4 e5 2. f4 exf4 3. Bc4 Qh4+ 4. Kf1 g5 5. Nc3 Bg7 6. d4 Ne7 7. g3,C33,King's Gambit Accepted: Bishop's Gambit; McDonnell Attack,rnb1k2r/ppppnpbp/8/6p1/2BPPp1q/2N3P1/PPP4P/R1BQ1KNR
1. e4 e5 2. f4 exf4 3. Bc4 Qh4+ 4. Kf1 g5 5. Nc3 Bg7 6. g3,C33,King's Gambit Accepted: Bishop's Gambit; McDonnell Attack,rnb1k1nr/pppp1pbp/8/6p1/2B1Pp1q/2N3P1/PPPP3P/R1BQ1KNR
1. e4 e5 2. f4 exf4 3. Bc4 Nf6 4. Nc3 Bb4 5. e5,C33,King's Gambit Accepted: Bishop's Gambit; Paulsen Attack,rnbqk2r/pppp1ppp/5n2/4P3/1bB2p2/2N5/PPPP2PP/R1BQK1NR
1. e4 e5 2. f4 exf4 3. Bc4 Ne7,C33,King's Gambit Accepted: Bishop's Gambit; Steinitz Defense,rnbqkb1r/ppppnppp/8/8/2B1Pp2/8/PPPP2PP/RNBQK1NR
1. e4 e5 2. f4 exf4 3. Qf3,C33,King's Gambit Accepted: Breyer Gambit,rnbqkbnr/pppp1ppp/8/8/4Pp2/5Q2/PPPP2PP/RNB1KBNR
1. e4 e5 2. f4 exf4 3. Qh5,C33,King's Gambit Accepted: Carrera Gambit,rnbqkbnr/pppp1ppp/8/7Q/4Pp2/8/PPPP2PP/RNB1KBNR
1. e4 e5 2. f4 exf4 3. Qg4,C33,King's Gambit Accepted: Dodo Variation,rnbqkbnr/pppp1ppp/8/8/4PpQ1/8/PPPP2PP/RNB1KBNR
1. e4 e5 2. f4 exf4 3. Nh3,C33,King's Gambit Accepted: Eisenberg Variation,rnbqkbnr/pppp1ppp/8/8/4Pp2/7N/PPPP2PP/RNBQKB1R
1. e4 e5 2. f4 exf4 3. g3,C33,King's Gambit Accepted: Gaga Gambit,rnbqkbnr/pppp1ppp/8/8/4Pp2/6P1/PPPP3P/RNBQKBNR
1. e4 e5 2. f4 exf4 3. Bc4 f5 4. Qe2 Qh4+ 5. Kd1 fxe4 6. Nc3 Kd8,C33,King's Gambit Accepted: Lopez-Gianutio Countergambit; Hein Variation,rnbk1bnr/pppp2pp/8/8/2B1pp1q/2N5/PPPPQ1PP/R1BK2NR
1. e4 e5 2. f4 exf4 3. Nc3,C33,King's Gambit Accepted: Mason-Keres Gambit,rnbqkbnr/pppp1ppp/8/8/4Pp2/2N5/PPPP2PP/R1BQKBNR
1. e4 e5 2. f4 exf4 3. b3,C33,King's Gambit Accepted: Orsini Gambit,rnbqkbnr/pppp1ppp/8/8/4Pp2/1P6/P1PP2PP/RNBQKBNR
1. e4 e5 2. f4 exf4 3. Ne2,C33,King's Gambit Accepted: Paris Gambit,rnbqkbnr/pppp1ppp/8/8/4Pp2/8/PPPPN1PP/RNBQKB1R
1. e4 e5 2. f4 exf4 3. d4,C33,King's Gambit Accepted: Polerio Gambit,rnbqkbnr/pppp1ppp/8/8/3PPp2/8/PPP3PP/RNBQKBNR
1. e4 e5 2. f4 exf4 3. Bb5,C33,King's Gambit Accepted: Schurig Gambit; with Bb5,rnbqkbnr/pppp1ppp/8/1B6/4Pp2/8/PPPP2PP/RNBQK1NR
1. e4 e5 2. f4 exf4 3. Bd3,C33,King's Gambit Accepted: Schurig Gambit; with Bd3,rnbqkbnr/pppp1ppp/8/8/4Pp2/3B4/PPPP2PP/RNBQK1NR
1. e4 e5 2. f4 exf4 3. h4,C33,King's Gambit Accepted: Stamma Gambit,rnbqkbnr/pppp1ppp/8/8/4Pp1P/8/PPPP2P1/RNBQKBNR
1. e4 e5 2. f4 exf4 3. Be2,C33,King's Gambit Accepted: Tartakower Gambit,rnbqkbnr/pppp1ppp/8/8/4Pp2/8/PPPPB1PP/RNBQK1NR
1. e4 e5 2. f4 exf4 3. Be2 f5 4. exf5 d6,C33,King's Gambit Accepted: Tartakower Gambit; Weiss Defense,rnbqkbnr/ppp3pp/3p4/5P2/5p2/8/PPPPB1PP/RNBQK1NR
1. e4 e5 2. f4 exf4 3. Kf2,C33,King's Gambit Accepted: Tumbleweed,rnbqkbnr/pppp1ppp/8/8/4Pp2/8/PPPP1KPP/RNBQ1BNR
1. e4 e5 2. f4 exf4 3. Nf3 h6,C34,King's Gambit Accepted: Becker Defense,rnbqkbnr/pppp1pp1/7p/8/4Pp2/5N2/PPPP2PP/RNBQKB1R
1. e4 e5 2. f4 exf4 3. Nf3 Ne7,C34,King's Gambit Accepted: Bonsch-Osmolovsky Variation,rnbqkb1r/ppppnppp/8/8/4Pp2/5N2/PPPP2PP/RNBQKB1R
1. e4 e5 2. f4 exf4 3. Nf3 d6,C34,King's Gambit Accepted: Fischer Defense,rnbqkbnr/ppp2ppp/3p4/8/4Pp2/5N2/PPPP2PP/RNBQKB1R
1. e4 e5 2. f4 exf4 3. Nf3 d6 4. b4,C34,King's Gambit Accepted: Fischer Defense; Schulder Gambit,rnbqkbnr/ppp2ppp/3p4/8/1P2Pp2/5N2/P1PP2PP/RNBQKB1R
1. e4 e5 2. f4 exf4 3. Nf3 d6 4. d4 Nf6 5. Bd3,C34,King's Gambit Accepted: Fischer Defense; Spanish Variation,rnbqkb1r/ppp2ppp/3p1n2/8/3PPp2/3B1N2/PPP3PP/RNBQK2R
1. e4 e5 2. f4 exf4 3. Nf3 f5,C34,King's Gambit Accepted: Gianutio Countergambit,rnbqkbnr/pppp2pp/8/5p2/4Pp2/5N2/PPPP2PP/RNBQKB1R
1. e4 e5 2. f4 exf4 3. Nf3 d6 4. Bc4 h6 5. d4 g5 6. h4 Bg7,C34,King's Gambit Accepted: Greco Gambit,rnbqk1nr/ppp2pb1/3p3p/6p1/2BPPp1P/5N2/PPP3P1/RNBQK2R
1. e4 e5 2. f4 exf4 3. Nf3 g5,C34,King's Gambit Accepted: King's Knight's Gambit,rnbqkbnr/pppp1p1p/8/6p1/4Pp2/5N2/PPPP2PP/RNBQKB1R
1. e4 e5 2. f4 exf4 3. Nf3,C34,King's Gambit Accepted: King's Knight's Gambit,rnbqkbnr/pppp1ppp/8/8/4Pp2/5N2/PPPP2PP/RNBQKB1R
1. e4 e5 2. f4 exf4 3. Nf3 Nc6,C34,King's Gambit Accepted: MacLeod Defense,r1bqkbnr/pppp1ppp/2n5/8/4Pp2/5N2/PPPP2PP/RNBQKB1R
1. e4 e5 2. f4 exf4 3. Nf3 Nf6,C34,King's Gambit Accepted: Schallopp Defense,rnbqkb1r/pppp1ppp/5n2/8/4Pp2/5N2/PPPP2PP/RNBQKB1R
1. e4 e5 2. f4 exf4 3. Nf3 Nf6 4. e5 Nh5 5. g4,C34,King's Gambit Accepted: Schallopp Defense; Tashkent Attack,rnbqkb1r/pppp1ppp/8/4P2n/5pP1/5N2/PPPP3P/RNBQKB1R
1. e4 e5 2. f4 exf4 3. Nf3 h5,C34,King's Gambit Accepted: Wagenbach Defense,rnbqkbnr/pppp1pp1/8/7p/4Pp2/5N2/PPPP2PP/RNBQKB1R
1. e4 e5 2. f4 exf4 3. Nf3 Be7,C35,King's Gambit Accepted: Cunningham Defense,rnbqk1nr/ppppbppp/8/8/4Pp2/5N2/PPPP2PP/RNBQKB1R
1. e4 e5 2. f4 exf4 3. Nf3 Be7 4. Bc4 Bh4+ 5. g3,C35,King's Gambit Accepted: Cunningham Defense; Bertin Gambit,rnbqk1nr/pppp1ppp/8/8/2B1Pp1b/5NP1/PPPP3P/RNBQK2R
1. e4 e5 2. f4 exf4 3. Nf3 Be7 4. Bc4 Bh4+ 5. g3 fxg3 6. O-O gxh2+ 7. Kh1,C35,King's Gambit Accepted: Cunningham Defense; Bertin Gambit,rnbqk1nr/pppp1ppp/8/8/2B1P2b/5N2/PPPP3p/RNBQ1R1K
1. e4 e5 2. f4 exf4 3. Nf3 Be7 4. Bc4 Nf6,C35,King's Gambit Accepted: Cunningham Defense; McCormick Defense,rnbqk2r/ppppbppp/5n2/8/2B1Pp2/5N2/PPPP2PP/RNBQK2R
1. e4 e5 2. f4 exf4 3. Nf3 d5 4. exd5 Nf6,C36,King's Gambit Accepted: Abbazia Defense,rnbqkb1r/ppp2ppp/5n2/3P4/5p2/5N2/PPPP2PP/RNBQKB1R
1. e4 e5 2. f4 exf4 3. Nf3 d5 4. exd5 Nf6 5. Bb5+ c6 6. dxc6 bxc6 7. Bc4 Nd5,C36,King's Gambit Accepted: Abbazia Defense; Main Line,rnbqkb1r/p4ppp/2p5/3n4/2B2p2/5N2/PPPP2PP/RNBQK2R
1. e4 e5 2. f4 exf4 3. Nf3 d5,C36,King's Gambit Accepted: Modern Defense,rnbqkbnr/ppp2ppp/8/3p4/4Pp2/5N2/PPPP2PP/RNBQKB1R
1. e4 e5 2. f4 exf4 3. Nf3 d5 4. exd5,C36,King's Gambit Accepted: Modern Defense,rnbqkbnr/ppp2ppp/8/3P4/5p2/5N2/PPPP2PP/RNBQKB1R
1. e4 e5 2. f4 exf4 3. Nf3 g5 4. Bc4 g4 5. h4,C37,King's Gambit Accepted: Australian Gambit,rnbqkbnr/pppp1p1p/8/8/2B1PppP/5N2/PPPP2P1/RNBQK2R
1. e4 e5 2. f4 exf4 3. Nf3 Nc6 4. Bc4 g5,C37,King's Gambit Accepted: Blachly Gambit,r1bqkbnr/pppp1p1p/2n5/6p1/2B1Pp2/5N2/PPPP2PP/RNBQK2R
1. e4 e5 2. f4 exf4 3. Nf3 g5 4. Bc4 g4 5. O-O gxf3 6. Qxf3 Qf6 7. e5 Qxe5 8. Bxf7+,C37,King's Gambit Accepted: Double Muzio Gambit,rnb1kbnr/pppp1B1p/8/4q3/5p2/5Q2/PPPP2PP/RNB2RK1
1. e4 e5 2. f4 exf4 3. Nf3 g5 4. Bc4 g4 5. O-O gxf3 6. Qxf3 Qf6 7. Nc3 Qd4+ 8. Kh1 Qxc4 9. Nd5,C37,King's Gambit Accepted: Double Muzio Gambit; Baldwin Gambit,rnb1kbnr/pppp1p1p/8/3N4/2q1Pp2/5Q2/PPPP2PP/R1B2R1K
1. e4 e5 2. f4 exf4 3. Nf3 g5 4. Bc4 g4 5. O-O gxf3 6. Qxf3 Qf6 7. Nc3,C37,King's Gambit Accepted: Double Muzio Gambit; Bello Gambit,rnb1kbnr/pppp1p1p/5q2/8/2B1Pp2/2N2Q2/PPPP2PP/R1B2RK1
1. e4 e5 2. f4 exf4 3. Nf3 g5 4. Bc4 g4 5. O-O gxf3 6. Qxf3 Qf6 7. e5 Qxe5 8. d3 Bh6 9. Nc3 Ne7 10. Bd2 Nbc6 11. Rae1,C37,King's Gambit Accepted: Double Muzio Gambit; Paulsen Defense,r1b1k2r/ppppnp1p/2n4b/4q3/2B2p2/2NP1Q2/PPPB2PP/4RRK1
1. e4 e5 2. f4 exf4 3. Nf3 g5 4. Bc4 g4 5. O-O gxf3 6. Qxf3 Qf6 7. Bxf7+ Kxf7 8. d4 Qxd4+ 9. Be3 Qf6 10. Nc3 fxe3,C37,King's Gambit Accepted: Double Muzio Gambit; Young Gambit,rnb2bnr/pppp1k1p/5q2/8/4P3/2N1pQ2/PPP3PP/R4RK1
1. e4 e5 2. f4 exf4 3. Nf3 g5 4. Bc4 g4 5. d4,C37,King's Gambit Accepted: Ghulam-Kassim Gambit,rnbqkbnr/pppp1p1p/8/8/2BPPpp1/5N2/PPP3PP/RNBQK2R
1. e4 e5 2. f4 exf4 3. Nf3 g5 4. Bc4 g4 5. d4 gxf3 6. Qxf3,C37,King's Gambit Accepted: Ghulam-Kassim Gambit,rnbqkbnr/pppp1p1p/8/8/2BPPp2/5Q2/PPP3PP/RNB1K2R
1. e4 e5 2. f4 exf4 3. Nf3 g5 4. Bc4,C37,King's Gambit Accepted: King's Knight's Gambit,rnbqkbnr/pppp1p1p/8/6p1/2B1Pp2/5N2/PPPP2PP/RNBQK2R
1. e4 e5 2. f4 exf4 3. Nf3 g5 4. Bc4 g4 5. d4 gxf3 6. Bxf4,C37,King's Gambit Accepted: Kotov Gambit,rnbqkbnr/pppp1p1p/8/8/2BPPB2/5p2/PPP3PP/RN1QK2R
1. e4 e5 2. f4 exf4 3. Nf3 g5 4. Bc4 g4 5. Bxf7+,C37,King's Gambit Accepted: Lolli Gambit,rnbqkbnr/pppp1B1p/8/8/4Ppp1/5N2/PPPP2PP/RNBQK2R
1. e4 e5 2. f4 exf4 3. Nf3 g5 4. Bc4 g4 5. Bxf7+ Kxf7 6. O-O gxf3 7. Qxf3 Qf6 8. d4 Qxd4+ 9. Be3 Qf6 10. Nc3,C37,King's Gambit Accepted: Lolli Gambit; Young Variation,rnb2bnr/pppp1k1p/5q2/8/4Pp2/2N1BQ2/PPP3PP/R4RK1
1. e4 e5 2. f4 exf4 3. Nf3 g5 4. Bc4 g4 5. Nc3,C37,King's Gambit Accepted: McDonnell Gambit,rnbqkbnr/pppp1p1p/8/8/2B1Ppp1/2N2N2/PPPP2PP/R1BQK2R
1. e4 e5 2. f4 exf4 3. Nf3 g5 4. Bc4 d6 5. O-O Bg4 6. h3 h5 7. hxg4 hxg4,C37,King's Gambit Accepted: Middleton Countergambit,rn1qkbnr/ppp2p2/3p4/6p1/2B1Ppp1/5N2/PPPP2P1/RNBQ1RK1
1. e4 e5 2. f4 exf4 3. Nf3 g5 4. Bc4 g4 5. O-O gxf3 6. Qxf3 Qe7,C37,King's Gambit Accepted: Muzio Gambit Accepted; From's Defense,rnb1kbnr/ppppqp1p/8/8/2B1Pp2/5Q2/PPPP2PP/RNB2RK1
1. e4 e5 2. f4 exf4 3. Nf3 g5 4. Bc4 g4 5. O-O d5,C37,King's Gambit Accepted: Muzio Gambit; Brentano Defense,rnbqkbnr/ppp2p1p/8/3p4/2B1Ppp1/5N2/PPPP2PP/RNBQ1RK1
1. e4 e5 2. f4 exf4 3. Nf3 g5 4. Bc4 g4 5. O-O gxf3 6. Qxf3 Nc6,C37,King's Gambit Accepted: Muzio Gambit; Holloway Defense,r1bqkbnr/pppp1p1p/2n5/8/2B1Pp2/5Q2/PPPP2PP/RNB2RK1
1. e4 e5 2. f4 exf4 3. Nf3 g5 4. Bc4 g4 5. O-O Qe7,C37,King's Gambit Accepted: Muzio Gambit; Kling and Horwitz Counterattack,rnb1kbnr/ppppqp1p/8/8/2B1Ppp1/5N2/PPPP2PP/RNBQ1RK1
1. e4 e5 2. f4 exf4 3. Nf3 g5 4. Bc4 g4 5. O-O gxf3 6. Qxf3 Qf6,C37,King's Gambit Accepted: Muzio Gambit; Sarratt Defense,rnb1kbnr/pppp1p1p/5q2/8/2B1Pp2/5Q2/PPPP2PP/RNB2RK1
1. e4 e5 2. f4 exf4 3. Nf3 g5 4. Bc4 g4 5. O-O,C37,King's Gambit Accepted: Muzio Gambit; Wild Muzio Gambit,rnbqkbnr/pppp1p1p/8/8/2B1Ppp1/5N2/PPPP2PP/RNBQ1RK1
