PGN,VOLUME,ECO,NAME,CONTINUATION,CONTINUATIONNAME,,
1.e4 e5 2.Nf3 Nf6 3.Nxe5 d6 4.Nf3 Nxe4 5.d4,C,C42,"Classical Attack, Petroff",FALSE,-,,
1.e4 e5 2.Nf3 Nf6 3.Nxe5 d6 4.Nf3 Nxe4 5.d4 d5 6.Bd3 Bd6,C,C42,"Marshall Variation, Petroff",FALSE,-,,
1.e4 e5 2.Nf3 Nf6 3.Nxe5 d6 4.Nf3 Nxe4 5.d4 d5 6.Bd3 Bd6 7.O-O O-O 8.c4 Bg4,C,C42,"Tarrasch Variation, Petroff",FALSE,-,,
1.e4 e5 2.Nf3 Nf6 3.Nxe5 d6 4.Nf3 Nxe4 5.d4 d5 6.Bd3 Bd6 7.O-O O-O 8.c4 c6,C,C42,"Staunton Variation, Petroff",FALSE,-,,
1.e4 e5 2.Nf3 Nf6 3.Nxe5 d6 4.Nf3 Nxe4 5.d4 d5 6.Bd3 Be7 7.O-O Nc6 8.c4,C,C42,"Jaenisch Variation, Petroff",FALSE,-,,
1.e4 e5 2.Nf3 Nf6 3.Nxe5 d6 4.Nf3 Nxe4 5.d4 d5 6.Bd3 Be7 7.O-O Nc6 8.c4 Nb4 9.cxd5,C,C42,"Browne Attack, Petroff",FALSE,-,,
1.e4 e5 2.Nf3 Nf6 3.Nxe5 d6 4.Nf3 Nxe4 5.d4 d5 6.Bd3 Be7 7.O-O Nc6 8.Re1,C,C42,"Chigorin Variation, Petroff",FALSE,-,,
1.e4 e5 2.Nf3 Nf6 3.Nxe5 d6 4.Nf3 Nxe4 5.d4 d5 6.Bd3 Be7 7.O-O Nc6 8.Re1 Bg4 9.c3 f5 10.Nbd2,C,C42,"Berger Variation, Petroff",FALSE,-,,
1.e4 e5 2.Nf3 Nf6 3.Nxe5 d6 4.Nf3 Nxe4 5.d4 d5 6.Bd3 Be7 7.O-O O-O,C,C42,"Mason Variation, Petroff",FALSE,-,,
1.e4 e5 2.Nf3 Nf6 3.Nxe5 d6 4.Nf3 Nxe4 5.d4 d5 6.Bd3 Nc6,C,C42,"Mason-Showalter Variation, Petroff",FALSE,-,,
1.e4 e5 2.Nf3 Nf6 3.Nxe5 d6 4.Nf3 Nxe4 5.Nc3,C,C42,"Nimzovich Attack, Petroff",FALSE,-,,
1.e4 e5 2.Nf3 Nf6 3.Nxe5 d6 4.Nf3 Nxe4 5.Qe2,C,C42,"Lasker Variation, Petroff",FALSE,-,,
1.e4 e5 2.Nf3 Nf6 3.Nxe5 d6 4.Nf3 Nxe4 5.Qe2,C,C42,"Cozio (Lasker) Attack, Petroff",FALSE,-,,
1.e4 e5 2.Nf3 Nf6 3.Nxe5 d6 4.Nxf7,C,C42,"Cochrane Gambit, Petroff",FALSE,-,,
1.e4 e5 2.Nf3 Nf6 3.Nxe5 Nc6,C,C42,"Stafford Gambit, Petroff",FALSE,-,,
1.e4 e5 2.Nf3 Nf6 3.Nxe5 Nxe4,C,C42,"Damiano Variation, Petroff",FALSE,-,,
1.e4 e5 2.Nf3 Nf6 3.Nxe5 Nxe4 4.Qe2 Qe7,C,C42,"Kholmov Gambit, Petroff",FALSE,-,,
1.e4 e5 2.Nf3 Nf6 3.Qe2 Nc6 4.d4,C,C42,"Moody Gambit, Petroff",FALSE,-,,
1.e4 e5 2.Nf3 Nf6 3.d4,C,C43,"Modern Attack, Petroff",FALSE,-,,
1.e4 e5 2.Nf3 Nf6 3.d4 d5,C,C43,"Symmetrical Variation, Petroff",FALSE,-,,
1.e4 e5 2.Nf3 Nf6 3.d4 exd4 4.Bc4,C,C43,"Suchting Gambit, Petroff",FALSE,-,,
1.e4 e5 2.Nf3 Nf6 3.d4 exd4 4.e5 Ne4 5.Bb5,C,C43,"Tal Gambit, Petroff",FALSE,-,,
1.e4 e5 2.Nf3 Nf6 3.d4 exd4 4.e5 Ne4 5.Qxd4,C,C43,"Center Attack, Petroff",FALSE,-,,
1.e4 e5 2.Nf3 Nf6 3.d4 Nxe4 4.Bd3 d5 5.Nxe5 Bd6 6.O-O O-O 7.c4 Bxe5,C,C43,"Trifunovic Variation, Petroff",FALSE,-,,
1.e4 e5 2.Nf3 Nf6 3.d4 Nxe4 4.Bd3 Nc6,C,C43,"Murret Variation, Petroff",FALSE,-,,
1.e4 e5 2.Nf3 Nf6 3.Nxe5 d6 4.d4,C,C43,"Steinitz Variation, Petoff; C43",TRUE,"Steinitz Variation, Petoff",,
1.e4 e5 2.Nf3 Nf6 3.Nxe5 d6 4.d4 exd4 4.Bc4,C,C43,"Urusov Gambit, Petroff",FALSE,-,,
1.e4 e5 2.Nf3 Nc6,C,C44,C44,TRUE,C44,,
1.e4 e5 2.Nf3 Nc6 3.b4,C,C44,Paschman Wing Gambit,FALSE,-,,
1.e4 e5 2.Nf3 Nc6 3.Be2,C,C44,Taylor Opening; Inverted Hungarian,FALSE,-,,
1.e4 e5 2.Nf3 Nc6 3.Be2 Nf6 4.d3 d5 5.Nbd2,C,C44,Inverted Hanham Opening,FALSE,-,,
1.e4 e5 2.Nf3 Nc6 3.Be2 Nf6 4.d4 exd4 5.e5,C,C44,Basman Gambit,FALSE,-,,
1.e4 e5 2.Nf3 Nc6 3.c3,C,C44,Ponziani; Staunton; English Knights,FALSE,-,,
1.e4 e5 2.Nf3 Nc6 3.c3 d5 4.Bb5,C,C44,"Spanish Variation, Ponziani",FALSE,-,,
1.e4 e5 2.Nf3 Nc6 3.c3 d5 4.Bb5 dxe4 5.Nxe5 Qd5 6.Qa4,C,C44,"Nikitin Gambit, Ponziani",FALSE,-,,
1.e4 e5 2.Nf3 Nc6 3.c3 d5 4.Qa4 Bd7,C,C44,"Caro Variation, Ponziani",FALSE,-,,
1.e4 e5 2.Nf3 Nc6 3.c3 d5 4.Qa4 f6,C,C44,"Steinitz Variation, Ponziani",FALSE,-,,
1.e4 e5 2.Nf3 Nc6 3.c3 d5 4.Qa4 Nf6,C,C44,"Leonhardt Variation, Ponziani",FALSE,-,,
1.e4 e5 2.Nf3 Nc6 3.c3 f5,C,C44,Ponziani Counter-Gambit,FALSE,-,,
1.e4 e5 2.Nf3 Nc6 3.c3 f5 4.d4 d6 5.d5,C,C44,"Schmidt Attack, Ponziani",FALSE,-,,
1.e4 e5 2.Nf3 Nc6 3.c3 Nf6,C,C44,"Jaenisch Counterattack, Ponziani",FALSE,-,,
1.e4 e5 2.Nf3 Nc6 3.c3 Nf6 4.Bc4,C,C44,"Neumann Gambit, Ponziani",FALSE,-,,
1.e4 e5 2.Nf3 Nc6 3.c3 Nf6 4.d3 Be7 5.b4,C,C44,"Breyer Opening, Ponziani",FALSE,-,,
1.e4 e5 2.Nf3 Nc6 3.c3 Nf6 4.d4 Nxe4 5.d5 Bc5,C,C44,"Vukovic Gambit, Ponziani",FALSE,-,,
1.e4 e5 2.Nf3 Nc6 3.c4,C,C44,Dresden Opening,FALSE,-,,
1.e4 e5 2.Nf3 Nc6 3.d4,C,C44,Scotch Game,FALSE,-,,
1.e4 e5 2.Nf3 Nc6 3.d4 exd4 4.Bb5,C,C44,"MacLopez; Relfsson Gambit, Scotch",FALSE,-,,
1.e4 e5 2.Nf3 Nc6 3.d4 exd4 4.Bc4,C,C44,Scotch Gambit,FALSE,-,,
1.e4 e5 2.Nf3 Nc6 3.d4 exd4 4.Bc4 Bb4+,C,C44,"London Defense, Scotch",FALSE,-,,
1.e4 e5 2.Nf3 Nc6 3.d4 exd4 4.Bc4 Bc5 5.Ng5 Nh6 6.Qh5,C,C44,"Vitzhum Attack, Scotch",FALSE,-,,
1.e4 e5 2.Nf3 Nc6 3.d4 exd4 4.Bc4 Bc5 5.O-O d6 6.c3 Bg4,C,C44,"Paulsen; Anderssen C-A, Scotch",FALSE,-,,
1.e4 e5 2.Nf3 Nc6 3.d4 exd4 4.Bc4 Be7,C,C44,"Benima Defense, Scotch",FALSE,-,,
1.e4 e5 2.Nf3 Nc6 3.d4 exd4 4.c3,C,C44,"Goering Gambit, Scotch",FALSE,-,,
1.e4 e5 2.Nf3 Nc6 3.d4 exd4 4.c3 d5,C,C44,"Goering Gambit Declined, Scotch",FALSE,-,,
1.e4 e5 2.Nf3 Nc6 3.d4 exd4 4.c3 dxc3 5.Bc4,C,C44,"Double Pawn Sacrifice, Goering Gambit",FALSE,-,,
1.e4 e5 2.Nf3 Nc6 3.d4 exd4 4.c3 dxc3 5.Nxc3 Bb4 6.Bc4 Nf6,C,C44,"Bardeleben Variation, Scotch",FALSE,-,,
1.e4 e5 2.Nf3 Nc6 3.d4 Nxd4,C,C44,"Lolli Attack, Scotch",FALSE,-,,
1.e4 e5 2.Nf3 Nc6 3.d4 Nxd4 4.Nxd4 exd4 5.Bc4,C,C44,"Napoleon Gambit, Scotch",FALSE,-,,
1.e4 e5 2.Nf3 Nc6 3.g3,C,C44,Konstantinopolsky Opening,FALSE,-,,
1.e4 e5 2.Nf3 Nc6 3.Nxe5 Nxe5 4.d4,C,C44,Chicago; Irish; Schulze-Muller Gambit,FALSE,-,,
1.e4 e5 2.Nf3 Nc6 3.d4 exd4 4.Nxd4,C,C45,C45,TRUE,C45,,
1.e4 e5 2.Nf3 Nc6 3.d4 exd4 4.Nxd4 Bb4+,C,C45,"Malaniuk Variation, Scotch",FALSE,-,,
1.e4 e5 2.Nf3 Nc6 3.d4 exd4 4.Nxd4 Bc5,C,C45,"Classical Variation, Scotch",FALSE,-,,
1.e4 e5 2.Nf3 Nc6 3.d4 exd4 4.Nxd4 Bc5 5.Be3 Qf6 6.c3 Nge7 7.Bb5 Nd8,C,C45,"Gunsberg Defense, Scotch",FALSE,-,,
1.e4 e5 2.Nf3 Nc6 3.d4 exd4 4.Nxd4 Bc5 5.Be3 Qf6 6.c3 Nge7 7.Nc2,C,C45,"Fleissig; Meitner Variation, Scotch",FALSE,-,,
1.e4 e5 2.Nf3 Nc6 3.d4 exd4 4.Nxd4 Bc5 5.Be3 Qf6 6.c3 Nge7 7.Qd2,C,C45,"Blackburne Attack, Scotch",FALSE,-,,
1.e4 e5 2.Nf3 Nc6 3.d4 exd4 4.Nxd4 Bc5 5.Be3 Qf6 6.c3 Qg6,C,C45,"Millennium Variation, Scotch",FALSE,-,,
1.e4 e5 2.Nf3 Nc6 3.d4 exd4 4.Nxd4 Bc5 5.Be3 Qf6 6.Nb5,C,C45,"Blumenfeld Variation, Scotch",FALSE,-,,
1.e4 e5 2.Nf3 Nc6 3.d4 exd4 4.Nxd4 Bc5 5.Nb3,C,C45,"Potter Variation, Scotch",FALSE,-,,
1.e4 e5 2.Nf3 Nc6 3.d4 exd4 4.Nxd4 Bc5 5.Nb3 Bb4+,C,C45,"Romanishin Variation, Scotch",FALSE,-,,
1.e4 e5 2.Nf3 Nc6 3.d4 exd4 4.Nxd4 Bc5 5.Nb3 Bb6 6.a4 a6 7.Nc3 Nf6,C,C45,"Geller Variation, Scotch",FALSE,-,,
1.e4 e5 2.Nf3 Nc6 3.d4 exd4 4.Nxd4 Bc5 5.Nxc6 Qf6,C,C45,"Intermezzo Variation, Scotch",FALSE,-,,
1.e4 e5 2.Nf3 Nc6 3.d4 exd4 4.Nxd4 Nf6 5.e5,C,C45,"Alekhine Gambit, Scotch",FALSE,-,,
1.e4 e5 2.Nf3 Nc6 3.d4 exd4 4.Nxd4 Nf6 5.Nc3,C,C45,Schmidt Var; Scotch Four Knights,FALSE,-,,
1.e4 e5 2.Nf3 Nc6 3.d4 exd4 4.Nxd4 Nf6 5.Nxc6,C,C45,"Mieses Variation, Scotch",FALSE,-,,
1.e4 e5 2.Nf3 Nc6 3.d4 exd4 4.Nxd4 Nf6 5.Nxc6 bxc6 6.Nd2,C,C45,"Tartakower Variation, Scotch",FALSE,-,,
1.e4 e5 2.Nf3 Nc6 3.d4 exd4 4.Nxd4 Qh4,C,C45,"Steinitz; Pulling Variation, Scotch",FALSE,-,,
1.e4 e5 2.Nf3 Nc6 3.d4 exd4 4.Nxd4 Qh4 5.Be3,C,C45,"Braune Variation, Scotch",FALSE,-,,
1.e4 e5 2.Nf3 Nc6 3.d4 exd4 4.Nxd4 Qh4 5.Nb5,C,C45,"Horwitz Attack, Scotch",FALSE,-,,
1.e4 e5 2.Nf3 Nc6 3.d4 exd4 4.Nxd4 Qh4 5.Nc3,C,C45,"Steinitz Variation, Scotch",FALSE,-,,
1.e4 e5 2.Nf3 Nc6 3.d4 exd4 4.Nxd4 Qh4 5.Nc3 Bb4,C,C45,"Modern Defesne, Scotch",FALSE,-,,
1.e4 e5 2.Nf3 Nc6 3.d4 exd4 4.Nxd4 Qh4 5.Nf3,C,C45,"Fraser Attack, Scotch",FALSE,-,,
1.e4 e5 2.Nf3 Nc6 3.d4 exd4 4.Nxd4 Qh4 5.Nf5,C,C45,"Paulsen Variation, Scotch",FALSE,-,,
1.e4 e5 2.Nf3 Nc6 3.d4 exd4 4.Nxd4 Bc5 5.Be3 Qf6 6.c3 Nge7 7.Bb5,C,C45`,"Paulsen Attack, Scotch",FALSE,-,,
1.e4 e5 2.Nf3 Nc6 3.Nc3,C,C46,Three Knights Opening; C46,TRUE,Three Knights Opening,,
1.e4 e5 2.Nf3 Nc6 3.Nc3 Bb4 4.Nd5 Nf6,C,C46,"Schlechter Variation, Three Knights",FALSE,-,,
1.e4 e5 2.Nf3 Nc6 3.Nc3 f5,C,C46,"Winawer Defense, Three Knights",FALSE,-,,
1.e4 e5 2.Nf3 Nc6 3.Nc3 g6,C,C46,"Steinitz Defense, Three Knights",FALSE,-,,
1.e4 e5 2.Nf3 Nc6 3.Nc3 g6 4.d4 exd4 5.Nd5,C,C46,"Rosenthal Variation, Three Knights",FALSE,-,,
1.e4 e5 2.Nf3 Nc6 3.Nc3 Nf6 4.Bc4,C,C46,"Italian Variation, Four Knights  ",FALSE,-,,
1.e4 e5 2.Nf3 Nc6 3.Nc3 Nf6 4.Nxe5,C,C46,"Halloween Gambit, Four Knights",FALSE,-,,
1.e4 e5 2.Nf3 Nc6 3.Nc3 Nf6,C,C47,Four Knights Openng; C47,TRUE,Four Knights Openng,,
1.e4 e5 2.Nf3 Nc6 3.Nc3 Nf6 4.a3,C,C47,"Gunsberg Variation, Four Kngiths",FALSE,-,,
1.e4 e5 2.Nf3 Nc6 3.Nc3 Nf6 4.a3 d6 5.h3,C,C47,"Provincial Opening, 4 Knights",FALSE,-,,
1.e4 e5 2.Nf3 Nc6 3.Nc3 Nf6 4.Bc4 Nxe4 5.Bxf7+,C,C47,"Noa Gambit, Four Knights",FALSE,-,,
1.e4 e5 2.Nf3 Nc6 3.Nc3 Nf6 4.d4,C,C47,"Bogoljubow (Scotch) Variation, 4 Knights",FALSE,-,,
1.e4 e5 2.Nf3 Nc6 3.Nc3 Nf6 4.d4 Bb4 5.d5 Nd4,C,C47,"Oxford Gambit, Four Kngihts",FALSE,-,,
1.e4 e5 2.Nf3 Nc6 3.Nc3 Nf6 4.d4 Bb4 5.Nxe5,C,C47,"Krause Gambit, Four Knights",FALSE,-,,
1.e4 e5 2.Nf3 Nc6 3.Nc3 Nf6 4.d4 Bb4 5.Nxe5 Qe7,C,C47,"Leonhardt Defense, Four Knights",FALSE,-,,
1.e4 e5 2.Nf3 Nc6 3.Nc3 Nf6 4.d4 exd4 5.Nd5,C,C47,"Belgrade Gambit, 4 Knights",FALSE,-,,
1.e4 e5 2.Nf3 Nc6 3.Nc3 Nf6 4.d4 exd4 5.Nxd4 Nxe4,C,C47,"Schmid Gambit, Four Knights",FALSE,-,,
1.e4 e5 2.Nf3 Nc6 3.Nc3 Nf6 4.Bb5,C,C48,Spanish Four Knights Game; C48,TRUE,Spanish Four Knights Game,,
1.e4 e5 2.Nf3 Nc6 3.Nc3 Nf6 4.Bb5 a6 5.Bxc6,C,C48,"Ranken Variation, 4 Knights",FALSE,-,,
1.e4 e5 2.Nf3 Nc6 3.Nc3 Nf6 4.Bb5 Bc5,C,C48,"Classical Variation, Four Knights",FALSE,-,,
1.e4 e5 2.Nf3 Nc6 3.Nc3 Nf6 4.Bb5 Bc5 5.Nxe5 Nd4 6.Ba4 O-O,C,C48,"Marshall Gambit, Four Knights",FALSE,-,,
1.e4 e5 2.Nf3 Nc6 3.Nc3 Nf6 4.Bb5 Nd4,C,C48,"Rubinstein Variation, 4 Knights",FALSE,-,,
1.e4 e5 2.Nf3 Nc6 3.Nc3 Nf6 4.Bb5 Bb4,C,C49,"Double Ruy Lopez Opening, 4 Knights; C49",TRUE,"Double Ruy Lopez Opening, 4 Knights",,
1.e4 e5 2.Nf3 Nc6 3.Nc3 Nf6 4.Bb5 Bb4 5.O-O O-O 6.Bxc6,C,C49,"Paulsen Variation, 4 Knights",FALSE,-,,
1.e4 e5 2.Nf3 Nc6 3.Nc3 Nf6 4.Bb5 Bb4 5.O-O O-O 6.d3 Bxc3 7.bxc3 d5,C,C49,"Svenonius Variation, 4 Knights",FALSE,-,,
1.e4 e5 2.Nf3 Nc6 3.Nc3 Nf6 4.Bb5 Bb4 5.O-O O-O 6.d3 Bxc3 7.bxc3 d6 8.Re1,C,C49,"Janowski Variation, Four Knights",FALSE,-,,
1.e4 e5 2.Nf3 Nc6 3.Nc3 Nf6 4.Bb5 Bb4 5.O-O O-O 6.d3 d6,C,C49,"Symmetrical Variation, 4 Knights",FALSE,-,,
1.e4 e5 2.Nf3 Nc6 3.Nc3 Nf6 4.Bb5 Bb4 5.O-O O-O 6.d3 d6 7.Bg5 Bxc3 8.bxc3 Ne7,C,C49,"Bernstein Variation, 4 Knights",FALSE,-,,
1.e4 e5 2.Nf3 Nc6 3.Nc3 Nf6 4.Bb5 Bb4 5.O-O O-O 6.d3 d6 7.Bg5 Bxc3 8.bxc3 Qe7 9.Re1 Nd8,C,C49,"Metger Unpin Variation, 4 Knights",FALSE,-,,
1.e4 e5 2.Nf3 Nc6 3.Nc3 Nf6 4.Bb5 Bb4 5.O-O O-O 6.d3 d6 7.Bg5 Ne7,C,C49,"Pillsbury Variation, 4 Knights",FALSE,-,,
1.e4 e5 2.Nf3 Nc6 3.Nc3 Nf6 4.Bb5 Bb4 5.O-O O-O 6.d3 d6 7.Ne2,C,C49,"Maroczy Variation, 4 Knights",FALSE,-,,
1.e4 e5 2.Nf3 Nc6 3.Nc3 Nf6 4.Bb5 Bb4 5.O-O O-O 6.Nd5 Bc5 7.d4,C,C49,"Blackburne Attack, 4 Knights",FALSE,-,,
1.e4 e5 2.Nf3 Nc6 3.Bc4,C,C50,Italian Game; C50,TRUE,Italian Game,,
1.e4 e5 2.Nf3 Nc6 3.Bc4 Bc5,C,C50,Giuoco Piano; Italian Opening,FALSE,-,,
1.e4 e5 2.Nf3 Nc6 3.Bc4 Bc5 4.Bxf7+,C,C50,Jerome Gambit; Kentucky Opening,FALSE,-,,
1.e4 e5 2.Nf3 Nc6 3.Bc4 Bc5 4.d3,C,C50,Giuoco Pianissimo,FALSE,-,,
1.e4 e5 2.Nf3 Nc6 3.Bc4 Bc5 4.d3 f5,C,C50,Lucchini Gambit; Italian,FALSE,-,,
1.e4 e5 2.Nf3 Nc6 3.Bc4 Bc5 4.d3 Nf6 5.Nc3,C,C50,Italian Four Knights Variation,FALSE,-,,
1.e4 e5 2.Nf3 Nc6 3.Bc4 Bc5 4.d3 Nf6 5.Nc3 d6 6.Bg5,C,C50,"Canal Variation, Italian",FALSE,-,,
1.e4 e5 2.Nf3 Nc6 3.Bc4 Bc5 4.d4,C,C50,"Rosentreter Gambit, Italian",FALSE,-,,
1.e4 e5 2.Nf3 Nc6 3.Bc4 Bc5 4.Nc3 Nf6,C,C50,"Italian Variation, Four Knights Game",FALSE,-,,
1.e4 e5 2.Nf3 Nc6 3.Bc4 Bc5 4.O-O Nf6 5.d4,C,C50,"Deutz Gambit, Italian",FALSE,-,,
1.e4 e5 2.Nf3 Nc6 3.Bc4 Be7,C,C50,Hungarian Defense,FALSE,-,,
1.e4 e5 2.Nf3 Nc6 3.Bc4 Be7 4.d4 exd4 5.c3 Nf6 6.e4 Ne4,C,C50,"Tartakower Variation, Hungarian",FALSE,-,,
1.e4 e5 2.Nf3 Nc6 3.Bc4 d6,C,C50,Half Giuoco Piano; Semi-Italian Opening,FALSE,-,,
1.e4 e5 2.Nf3 Nc6 3.Bc4 f5,C,C50,Rousseau Gambit,FALSE,-,,
1.e4 e5 2.Nf3 Nc6 3.Bc4 Nd4,C,C50,"Shilling (Kostic) Gambit, Italian",FALSE,-,,
1.e4 e5 2.Nf3 Nc6 3.Bc4 Bc5 4.b4,C,C51,Evans Gambit; C51,TRUE,Evans Gambit,,
1.e4 e5 2.Nf3 Nc6 3.Bc4 Bc5 4.b4 Bb6 5.b5 Na5 6.Nxe5 Nh6,C,C51,"Lange Variation, Evans Gambit",FALSE,-,,
1.e4 e5 2.Nf3 Nc6 3.Bc4 Bc5 4.b4 Bxb4,C,C51,Evans Gambit Accepted,FALSE,-,,
1.e4 e5 2.Nf3 Nc6 3.Bc4 Bc5 4.b4 Bxb4 5.c3 Bc5 6.d4 exd4 7.O-O d6 8.cxd4 Bb6,C,C51,"Normal Position, Evans Gambit",FALSE,-,,
1.e4 e5 2.Nf3 Nc6 3.Bc4 Bc5 4.b4 Bxb4 5.c3 Bc5 6.d4 exd4 7.O-O d6 8.cxd4 Bb6 9.d5 Na5 10.Bb2,C,C51,"Ulvestad Variation, Evans",FALSE,-,,
1.e4 e5 2.Nf3 Nc6 3.Bc4 Bc5 4.b4 Bxb4 5.c3 Bc5 6.d4 exd4 7.O-O d6 8.cxd4 Bb6 9.d5 Na5 10.Bb2 Ne7,C,C51,"Paulsen Variation, Evans",FALSE,-,,
1.e4 e5 2.Nf3 Nc6 3.Bc4 Bc5 4.b4 Bxb4 5.c3 Bc5 6.d4 exd4 7.O-O d6 8.cxd4 Bb6 9.Nc3,C,C51,"Morphy Attack, Evans",FALSE,-,,
1.e4 e5 2.Nf3 Nc6 3.Bc4 Bc5 4.b4 Bxb4 5.c3 Bc5 6.d4 exd4 7.O-O d6 8.cxd4 Bb6 9.Nc3 Bg4 10.Qa4,C,C51,"Fraser Attack; Mortimer, Evans",FALSE,-,,
1.e4 e5 2.Nf3 Nc6 3.Bc4 Bc5 4.b4 Bxb4 5.c3 Bc5 6.d4 exd4 7.O-O d6 8.cxd4 Bb6 9.Nc3 Na5 10.Bg5,C,C51,"Goering Attack, Evans",FALSE,-,,
1.e4 e5 2.Nf3 Nc6 3.Bc4 Bc5 4.b4 Bxb4 5.c3 Bd6,C,C51,"Stone-Ware Defense, Evans Gambit",FALSE,-,,
1.e4 e5 2.Nf3 Nc6 3.Bc4 Bc5 4.b4 Bxb4 5.c3 Be7,C,C51,"Anderssen Variation, Evans",FALSE,-,,
1.e4 e5 2.Nf3 Nc6 3.Bc4 Bc5 4.b4 Bxb4 5.c3 Be7 6.d4 Na5,C,C51,"Cordel Line, Evans",FALSE,-,,
1.e4 e5 2.Nf3 Nc6 3.Bc4 Bc5 4.b4 d5,C,C51,"Hein Countergambit, Evans",FALSE,-,,
1.e4 e5 2.Nf3 Nc6 3.Bc4 Bc5 4.b4 Bxb4 5.c3 Ba5,C,C52,"Main Line, Evans Gambit; C52",TRUE,"Main Line, Evans Gambit",,
1.e4 e5 2.Nf3 Nc6 3.Bc4 Bc5 4.b4 Bxb4 5.c3 Ba5 6.d4 b5,C,C52,"Leonhardt Variation, Evans",FALSE,-,,
1.e4 e5 2.Nf3 Nc6 3.Bc4 Bc5 4.b4 Bxb4 5.c3 Ba5 6.d4 d6 7.Bg5,C,C52,"Sokolsky Variation, Evans",FALSE,-,,
1.e4 e5 2.Nf3 Nc6 3.Bc4 Bc5 4.b4 Bxb4 5.c3 Ba5 6.d4 d6 7.O-O Bb6,C,C52,"Lasker Defense, Evans",FALSE,-,,
1.e4 e5 2.Nf3 Nc6 3.Bc4 Bc5 4.b4 Bxb4 5.c3 Ba5 6.d4 d6 7.Qb3,C,C52,"Tartakower Attack, Evans",FALSE,-,,
1.e4 e5 2.Nf3 Nc6 3.Bc4 Bc5 4.b4 Bxb4 5.c3 Ba5 6.d4 exd4,C,C52,"Pierce Defense, Evans",FALSE,-,,
1.e4 e5 2.Nf3 Nc6 3.Bc4 Bc5 4.b4 Bxb4 5.c3 Ba5 6.d4 exd4 7.O-O b5,C,C52,"Schulen Defense, Evans",FALSE,-,,
1.e4 e5 2.Nf3 Nc6 3.Bc4 Bc5 4.b4 Bxb4 5.c3 Ba5 6.d4 exd4 7.O-O d6 8.Qb3,C,C52,"Waller Attack, Evans",FALSE,-,,
1.e4 e5 2.Nf3 Nc6 3.Bc4 Bc5 4.b4 Bxb4 5.c3 Ba5 6.d4 exd4 7.O-O dxc3,C,C52,"Compromised Defense, Evans",FALSE,-,,
1.e4 e5 2.Nf3 Nc6 3.Bc4 Bc5 4.b4 Bxb4 5.c3 Ba5 6.d4 exd4 7.O-O Nge7,C,C52,"Mieses Defense, Evans",FALSE,-,,
1.e4 e5 2.Nf3 Nc6 3.Bc4 Bc5 4.b4 Bxb4 5.c3 Ba5 6.O-O,C,C52,"Slow Variation, Evans",FALSE,-,,
1.e4 e5 2.Nf3 Nc6 3.Bc4 Bc5 4.b4 Bxb4 5.c3 Ba5 6.O-O Nf6 7.d4 O-O 8.Nxe5,C,C52,"Richardson Attack, Evans",FALSE,-,,
1.e4 e5 2.Nf3 Nc6 3.Bc4 Bc5 4.c3,C,C53,"Classical Variation, Italian; C53",TRUE,"Classical Variation, Italian",,
1.e4 e5 2.Nf3 Nc6 3.Bc4 Bc5 4.c3 d6 5.d4 exd4 6.cxd4 Bb6,C,C53,"Labourdonnais Variation, Italian",FALSE,-,,
1.e4 e5 2.Nf3 Nc6 3.Bc4 Bc5 4.c3 f5,C,C53,"Alexandre Gambit, Italian",FALSE,-,,
1.e4 e5 2.Nf3 Nc6 3.Bc4 Bc5 4.c3 Nf6 5.d3,C,C53,Giuoco Pianissimo,FALSE,-,,
1.e4 e5 2.Nf3 Nc6 3.Bc4 Bc5 4.c3 Nf6 5.d4,C,C53,"Center Attack, Italian",FALSE,-,,
1.e4 e5 2.Nf3 Nc6 3.Bc4 Bc5 4.c3 Nf6 5.d4 exd4 6.cxd4,C,C53,"Grevo Gambit, Italian",FALSE,-,,
1.e4 e5 2.Nf3 Nc6 3.Bc4 Bc5 4.c3 Nf6 5.O-O,C,C53,"Albin Gambit, Italian",FALSE,-,,
1.e4 e5 2.Nf3 Nc6 3.Bc4 Bc5 4.c3 Qe7,C,C53,"Lewis Defense, Italian; Closed Variation",FALSE,-,,
1.e4 e5 2.Nf3 Nc6 3.Bc4 Bc5 4.c3 Qe7 5.d4 Bb6,C,C53,"Center Holding Variation, Italian",FALSE,-,,
1.e4 e5 2.Nf3 Nc6 3.Bc4 Bc5 4.c3 Qe7 5.d4 Bb6 6.Bg5,C,C53,"Mestel Variation, Italian",FALSE,-,,
1.e4 e5 2.Nf3 Nc6 3.Bc4 Bc5 4.c3 Nf6,C,C54,C54,TRUE,C54,,
1.e4 e5 2.Nf3 Nc6 3.Bc4 Bc5 4.c3 Nf6 5.b4,C,C54,"Bird Attack, Italian",FALSE,-,,
1.e4 e5 2.Nf3 Nc6 3.Bc4 Bc5 4.c3 Nf6 5.d4 exd4 6.cxd4 Bb4+ 7.Kf1,C,C54,"Cracow Variation, Italian",FALSE,-,,
1.e4 e5 2.Nf3 Nc6 3.Bc4 Bc5 4.c3 Nf6 5.d4 exd4 6.cxd4 Bb4+ 7.Nc3 Nxe4 8.O-O Bxc3 9.d5,C,C54,"Moeller (Therkatz) Attack, Italian",FALSE,-,,
